"","KEW_FAMILY_EXT","QUERY","KEW_GENUS_EXT"
"17241","Loasaceae","Acroclasia","Mentzelia"
"17242","Loasaceae","Acrolasia","Acrolasia"
"17243","Loasaceae","Ancyrostemma","Sclerothrix"
"17244","Loasaceae","Aosa","Aosa"
"17245","Loasaceae","Bicuspidaria","Mentzelia"
"17246","Loasaceae","Caiophora","Caiophora"
"17247","Loasaceae","Cajophora","Caiophora"
"17248","Loasaceae","Cevallia","Cevallia"
"17249","Loasaceae","Chichicaste","Chichicaste"
"17250","Loasaceae","Chryostoma","Mentzelia"
"17251","Loasaceae","Chrysostoma","Chrysostoma"
"17252","Loasaceae","Creslobus","Mentzelia"
"17253","Loasaceae","Eucnide","Eucnide"
"17254","Loasaceae","Fissenia","Kissenia"
"17255","Loasaceae","Fuertesia","Fuertesia"
"17256","Loasaceae","Grammatocarpus","Scyphanthus"
"17257","Loasaceae","Gripidea","Caiophora"
"17258","Loasaceae","Huidobria","Loasa"
"17259","Loasaceae","Illairea","Caiophora"
"17260","Loasaceae","Kissenia","Kissenia"
"17261","Loasaceae","Klaprothia","Klaprothia"
"17262","Loasaceae","Loasa","Loasa"
"17263","Loasaceae","Loasella","Eucnide"
"17264","Loasaceae","Mentzelia","Mentzelia"
"17265","Loasaceae","Microsperma","Eucnide"
"17266","Loasaceae","Nasa","Nasa"
"17267","Loasaceae","Ochetocarpus","Scyphanthus"
"17268","Loasaceae","Ortiga","Loasa"
"17269","Loasaceae","Petalonyx","Petalonyx"
"17270","Loasaceae","Plakothira","Plakothira"
"17271","Loasaceae","Presliophytum","Presliophytum"
"17272","Loasaceae","Raphisanthe","Caiophora"
"17273","Loasaceae","Saloa","Saloa"
"17274","Loasaceae","Schismocarpus","Schismocarpus"
"17275","Loasaceae","Sclerothrix","Sclerothrix"
"17276","Loasaceae","Scyphanthus","Scyphanthus"
"17277","Loasaceae","Sympetaleia","Eucnide"
"17278","Loasaceae","Touterea","Touterea"
"17279","Loasaceae","Trachyphytum","Mentzelia"
"17280","Loasaceae","Xylopodia","Xylopodia"
"17281","Loganiaceae","Antonia","Antonia"
"17282","Loganiaceae","Mitreola","Mitreola"
"17283","Loganiaceae","Usteria","Usteria"
"17284","Loganiaceae","Anasser","Anasser"
"17285","Loganiaceae","Anthocleista","Anthocleista"
"17286","Loganiaceae","Bonyunia","Bonyunia"
"17287","Loganiaceae","Caina","Caina"
"17288","Loganiaceae","Canala","Canala"
"17289","Loganiaceae","Coinochlamys","Mostuea"
"17290","Loganiaceae","Couthovia","Neuburgia"
"17291","Loganiaceae","Crateriphytum","Neuburgia"
"17292","Loganiaceae","Cynoctonum","Mitreola"
"17293","Loganiaceae","Cyrtophyllum","Fagraea"
"17294","Loganiaceae","Desfontainia","Desfontainia"
"17295","Loganiaceae","Fagraea","Fagraea"
"17296","Loganiaceae","Gardneria","Gardneria"
"17297","Loganiaceae","Gelsemium","Gelsemium"
"17298","Loganiaceae","Geniostoma","Geniostoma"
"17299","Loganiaceae","Ignatiana","Ignatiana"
"17300","Loganiaceae","Labordea","Labordea"
"17301","Loganiaceae","Labordia","Geniostoma"
"17302","Loganiaceae","Leptocladus","Mostuea"
"17303","Loganiaceae","Liesneria","Liesneria"
"17304","Loganiaceae","Lithophytum","Plocosperma"
"17305","Loganiaceae","Logania","Logania"
"17306","Loganiaceae","Mitragyne","Mitragyne"
"17307","Loganiaceae","Mitrasacme","Mitrasacme"
"17308","Loganiaceae","Mostuea","Mostuea"
"17309","Loganiaceae","Nautophylla","Logania"
"17310","Loganiaceae","Neuburgia","Neuburgia"
"17311","Loganiaceae","Norrisia","Norrisia"
"17312","Loganiaceae","Phyllangium","Phyllangium"
"17313","Loganiaceae","Picrophlaeus","Picrophlaeus"
"17314","Loganiaceae","Plocosperma","Plocosperma"
"17315","Loganiaceae","Potalia","Potalia"
"17316","Loganiaceae","Pseudogardneria","Gardneria"
"17317","Loganiaceae","Pseudospigelia","Pseudospigelia"
"17318","Loganiaceae","Romana","Romana"
"17319","Loganiaceae","Rouhamon","Rouhamon"
"17320","Loganiaceae","Schizacme","Schizacme"
"17321","Loganiaceae","Scyphostrychnos","Strychnos"
"17322","Loganiaceae","Semnos","Semnos"
"17323","Loganiaceae","Spigelia","Spigelia"
"17324","Loganiaceae","Strychnos","Strychnos"
"17325","Loganiaceae","Unguacha","Unguacha"
"17326","Loganiaceae","Utania","Utania"
"17327","Lomandraceae","Acanthocarpus","Acanthocarpus"
"17328","Lomandraceae","Baxteria","Baxteria"
"17329","Lomandraceae","Chamaexeros","Chamaexeros"
"17330","Lomandraceae","Lomandra","Lomandra"
"17331","Lomandraceae","Romnalda","Romnalda"
"17332","Lomandraceae","Xerolirion","Xerolirion"
"17333","Lomandraceae","Xerotes","Lomandra"
"17334","Lomariopsidaceae","Jenkinsia","Bolbitis"
"17335","Lomariopsidaceae","Aconiopteris","Elaphoglossum"
"17336","Lomariopsidaceae","Anapausia","Bolbitis"
"17337","Lomariopsidaceae","Arthrobotrya","Teratophyllum"
"17338","Lomariopsidaceae","Bolbitis","Bolbitis"
"17339","Lomariopsidaceae","Campium","Bolbitis"
"17340","Lomariopsidaceae","Cheiloepton","Lomagramma"
"17341","Lomariopsidaceae","Cyrtogonium","Bolbitis"
"17342","Lomariopsidaceae","Dictyoglossum","Elaphoglossum"
"17343","Lomariopsidaceae","Edanyoa","Bolbitis"
"17344","Lomariopsidaceae","Egenolfia","Bolbitis"
"17345","Lomariopsidaceae","Elaphoglossum","Elaphoglossum"
"17346","Lomariopsidaceae","Heteroneurum","Bolbitis"
"17347","Lomariopsidaceae","Heteronevron","Heteronevron"
"17348","Lomariopsidaceae","Hymenodium","Elaphoglossum"
"17349","Lomariopsidaceae","Lomagramma","Lomagramma"
"17350","Lomariopsidaceae","Lomariopsis","Lomariopsis"
"17351","Lomariopsidaceae","Microstaphyla","Elaphoglossum"
"17352","Lomariopsidaceae","Peltapteris","Peltapteris"
"17353","Lomariopsidaceae","Poecilopteris","Bolbitis"
"17354","Lomariopsidaceae","Rhipidopteris","Peltapteris"
"17355","Lomariopsidaceae","Teratophyllum","Teratophyllum"
"17356","Lomariopsidaceae","Thysanosoria","Thysanosoria"
"17357","Lonchitidaceae","Antiosorus","Antiosorus"
"17358","Lophocoleaceae","Chiloscyphus","Chiloscyphus"
"17359","Lophocoleaceae","Lophocolea","Lophocolea"
"17360","Lophopyxidaceae","Lophopyxis","Lophopyxis"
"17361","Lophoziaceae","Oleolophozia","Oleolophozia"
"17362","Lophoziaceae","Pseudolophozia","Pseudolophozia"
"17363","Lophoziaceae","Trilophozia","Trilophozia"
"17364","Loranthaceae","Acrostachys","Helixanthera"
"17365","Loranthaceae","Ischnanthus","Englerina"
"17366","Loranthaceae","Macrocalyx","Aetanthus"
"17367","Loranthaceae","Metastachys","Tristerix"
"17368","Loranthaceae","Pilostigma","Amyema"
"17369","Loranthaceae","Treubella","Amylotheca"
"17370","Loranthaceae","Razoumofskya","Razoumofskya"
"17371","Loranthaceae","Aciella","Amylotheca"
"17372","Loranthaceae","Acranthemum","Agelanthus"
"17373","Loranthaceae","Acrostephanus","Tapinanthus"
"17374","Loranthaceae","Actinanthella","Actinanthella"
"17375","Loranthaceae","Aetanthus","Aetanthus"
"17376","Loranthaceae","Agelanthus","Agelanthus"
"17377","Loranthaceae","Alepis","Alepis"
"17378","Loranthaceae","Allohemia","Oryctanthus"
"17379","Loranthaceae","Alveolina","Psittacanthus"
"17380","Loranthaceae","Amyema","Amyema"
"17381","Loranthaceae","Amylotheca","Amylotheca"
"17382","Loranthaceae","Antriba","Scurrula"
"17383","Loranthaceae","Apodina","Psittacanthus"
"17384","Loranthaceae","Arculus","Amylotheca"
"17385","Loranthaceae","Arthraxella","Psittacanthus"
"17386","Loranthaceae","Atkinsonia","Atkinsonia"
"17387","Loranthaceae","Bakerella","Bakerella"
"17388","Loranthaceae","Barathranthus","Barathranthus"
"17389","Loranthaceae","Beccarina","Trithecanthera"
"17390","Loranthaceae","Benthamina","Benthamina"
"17391","Loranthaceae","Berhautia","Berhautia"
"17392","Loranthaceae","Blumella","Elytranthe"
"17393","Loranthaceae","Botryoloranthus","Oedina"
"17394","Loranthaceae","Candollina","Amyema"
"17395","Loranthaceae","Cecarria","Cecarria"
"17396","Loranthaceae","Chatinia","Psittacanthus"
"17397","Loranthaceae","Chiridium","Helixanthera"
"17398","Loranthaceae","Chorilepidella","Lepidaria"
"17399","Loranthaceae","Chorilepis","Lepidaria"
"17400","Loranthaceae","Choristegeres","Lepeostegeres"
"17401","Loranthaceae","Choristegia","Lepeostegeres"
"17402","Loranthaceae","Cichlanthus","Scurrula"
"17403","Loranthaceae","Cladocolea","Cladocolea"
"17404","Loranthaceae","Cleistoloranthus","Amyema"
"17405","Loranthaceae","Coleobotrys","Helixanthera"
"17406","Loranthaceae","Cyathiscus","Barathranthus"
"17407","Loranthaceae","Cyne","Cyne"
"17408","Loranthaceae","Dactyliophora","Dactyliophora"
"17409","Loranthaceae","Danserella","Oncocalyx"
"17410","Loranthaceae","Decaisnina","Decaisnina"
"17411","Loranthaceae","Dendropemon","Dendropemon"
"17412","Loranthaceae","Dendrophthoe","Dendrophthoe"
"17413","Loranthaceae","Dentimetula","Agelanthus"
"17414","Loranthaceae","Desmaria","Desmaria"
"17415","Loranthaceae","Desrousseauxia","Aetanthus"
"17416","Loranthaceae","Dicymanthes","Amyema"
"17417","Loranthaceae","Diplatia","Diplatia"
"17418","Loranthaceae","Dipodophyllum","Psittacanthus"
"17419","Loranthaceae","Distrianthes","Distrianthes"
"17420","Loranthaceae","Dithecina","Helixanthera"
"17421","Loranthaceae","Eichlerina","Struthanthus"
"17422","Loranthaceae","Elytranthe","Elytranthe"
"17423","Loranthaceae","Emelianthe","Emelianthe"
"17424","Loranthaceae","Englerina","Englerina"
"17425","Loranthaceae","Epicoila","Tristerix"
"17426","Loranthaceae","Erianthemum","Erianthemum"
"17427","Loranthaceae","Etubila","Dendrophthoe"
"17428","Loranthaceae","Furarium","Oryctanthus"
"17429","Loranthaceae","Furcilla","Muellerina"
"17430","Loranthaceae","Gaiadendron","Gaiadendron"
"17431","Loranthaceae","Globimetula","Globimetula"
"17432","Loranthaceae","Glossidea","Psittacanthus"
"17433","Loranthaceae","Glutago","Oryctanthus"
"17434","Loranthaceae","Helicanthera","Helixanthera"
"17435","Loranthaceae","Helicanthes","Helicanthes"
"17436","Loranthaceae","Helixanthera","Helixanthera"
"17437","Loranthaceae","Hemiarthron","Psittacanthus"
"17438","Loranthaceae","Hemitria","Phthirusa"
"17439","Loranthaceae","Hookerella","Muellerina"
"17440","Loranthaceae","Hyphear","Hyphear"
"17441","Loranthaceae","Hyphipus","Hyphipus"
"17442","Loranthaceae","Ileostylus","Ileostylus"
"17443","Loranthaceae","Isocaulon","Psittacanthus"
"17444","Loranthaceae","Itacania","Elytranthe"
"17445","Loranthaceae","Iticania","Iticania"
"17446","Loranthaceae","Ixocactus","Ixocactus"
"17447","Loranthaceae","Kingella","Kingella"
"17448","Loranthaceae","Lampas","Lampas"
"17449","Loranthaceae","Lanthorus","Helixanthera"
"17450","Loranthaceae","Lepeostegeres","Lepeostegeres"
"17451","Loranthaceae","Lepidaria","Lepidaria"
"17452","Loranthaceae","Lepidella","Lepidaria"
"17453","Loranthaceae","Leucobotrys","Helixanthera"
"17454","Loranthaceae","Ligaria","Ligaria"
"17455","Loranthaceae","Locella","Taxillus"
"17456","Loranthaceae","Loranthos","Loranthos"
"17457","Loranthaceae","Loranthus","Loranthus"
"17458","Loranthaceae","Loxania","Cladocolea"
"17459","Loranthaceae","Loxanthera","Loxanthera"
"17460","Loranthaceae","Lysiana","Lysiana"
"17461","Loranthaceae","Macrosolen","Macrosolen"
"17462","Loranthaceae","Maracanthus","Oryctina"
"17463","Loranthaceae","Martiella","Psittacanthus"
"17464","Loranthaceae","Meiena","Dendrophthoe"
"17465","Loranthaceae","Meranthera","Psittacanthus"
"17466","Loranthaceae","Merisma","Merisma"
"17467","Loranthaceae","Merismia","Psittacanthus"
"17468","Loranthaceae","Metula","Phragmanthera"
"17469","Loranthaceae","Miquelina","Miquelina"
"17470","Loranthaceae","Moquiniella","Moquiniella"
"17471","Loranthaceae","Muellerina","Muellerina"
"17472","Loranthaceae","Neamyza","Peraxilla"
"17473","Loranthaceae","Neophylum","Amyema"
"17474","Loranthaceae","Notanthera","Notanthera"
"17475","Loranthaceae","Nuytsia","Nuytsia"
"17476","Loranthaceae","Odontella","Oncocalyx"
"17477","Loranthaceae","Oedina","Oedina"
"17478","Loranthaceae","Oliverella","Oliverella"
"17479","Loranthaceae","Oncella","Oncella"
"17480","Loranthaceae","Oncocalyx","Oncocalyx"
"17481","Loranthaceae","Oryctanthes","Oryctanthes"
"17482","Loranthaceae","Oryctanthus","Oryctanthus"
"17483","Loranthaceae","Oryctina","Oryctina"
"17484","Loranthaceae","Panamanthus","Panamanthus"
"17485","Loranthaceae","Papuanthes","Papuanthes"
"17486","Loranthaceae","Pasovia","Phthirusa"
"17487","Loranthaceae","Passovia","Passovia"
"17488","Loranthaceae","Passowia","Phthirusa"
"17489","Loranthaceae","Pedistylis","Pedistylis"
"17490","Loranthaceae","Peltomesa","Peltomesa"
"17491","Loranthaceae","Peraxilla","Peraxilla"
"17492","Loranthaceae","Perella","Peraxilla"
"17493","Loranthaceae","Peristethium","Struthanthus"
"17494","Loranthaceae","Phoenicanthemum","Helixanthera"
"17495","Loranthaceae","Phragmanthera","Phragmanthera"
"17496","Loranthaceae","Phrygilanthus","Notanthera"
"17497","Loranthaceae","Phthirusa","Phthirusa"
"17498","Loranthaceae","Phyllodesmis","Taxillus"
"17499","Loranthaceae","Phyllostephanus","Aetanthus"
"17500","Loranthaceae","Plicosepalus","Plicosepalus"
"17501","Loranthaceae","Psathyranthus","Psathyranthus"
"17502","Loranthaceae","Psittacanthus","Psittacanthus"
"17503","Loranthaceae","Ptychostylus","Struthanthus"
"17504","Loranthaceae","Pusillanthus","Pusillanthus"
"17505","Loranthaceae","Razoumowseya","Razoumowseya"
"17506","Loranthaceae","Razoumowskia","Razoumowskia"
"17507","Loranthaceae","Rhizanthemum","Amyema"
"17508","Loranthaceae","Rhizomonanthes","Rhizomonanthes"
"17509","Loranthaceae","Schimperina","Agelanthus"
"17510","Loranthaceae","Scurrula","Scurrula"
"17511","Loranthaceae","Septimetula","Phragmanthera"
"17512","Loranthaceae","Septulina","Septulina"
"17513","Loranthaceae","Siphanthemum","Siphanthemum"
"17514","Loranthaceae","Socratina","Socratina"
"17515","Loranthaceae","Sogerianthe","Sogerianthe"
"17516","Loranthaceae","Solenocalyx","Psittacanthus"
"17517","Loranthaceae","Spirostylis","Struthanthus"
"17518","Loranthaceae","Spragueanella","Spragueanella"
"17519","Loranthaceae","Stegastrum","Lepeostegeres"
"17520","Loranthaceae","Steirotis","Struthanthus"
"17521","Loranthaceae","Stemmatophyllum","Amyema"
"17522","Loranthaceae","Stephaniscus","Englerina"
"17523","Loranthaceae","Strepsimela","Helixanthera"
"17524","Loranthaceae","Struthanthus","Struthanthus"
"17525","Loranthaceae","Sycophila","Helixanthera"
"17526","Loranthaceae","Taguaria","Gaiadendron"
"17527","Loranthaceae","Tapinanthus","Tapinanthus"
"17528","Loranthaceae","Tapinostemma","Plicosepalus"
"17529","Loranthaceae","Taxillus","Taxillus"
"17530","Loranthaceae","Tetradyas","Tetradyas"
"17531","Loranthaceae","Thaumasianthes","Thaumasianthes"
"17532","Loranthaceae","Thelecarpus","Phragmanthera"
"17533","Loranthaceae","Tieghemia","Oncocalyx"
"17534","Loranthaceae","Tolypanthus","Tolypanthus"
"17535","Loranthaceae","Treubania","Amylotheca"
"17536","Loranthaceae","Triarthron","Phthirusa"
"17537","Loranthaceae","Trilepidea","Trilepidea"
"17538","Loranthaceae","Tripodanthus","Tripodanthus"
"17539","Loranthaceae","Tristerix","Tristerix"
"17540","Loranthaceae","Trithecanthera","Trithecanthera"
"17541","Loranthaceae","Tupeia","Tupeia"
"17542","Loranthaceae","Ungula","Amyema"
"17543","Loranthaceae","Vanwykia","Vanwykia"
"17544","Loranthaceae","Velvetia","Psittacanthus"
"17545","Loranthaceae","Xylochlamys","Amyema"
"17546","Lowiaceae","Lowia","Orchidantha"
"17547","Lowiaceae","Orchidantha","Orchidantha"
"17548","Lowiaceae","Protamomum","Orchidantha"
"17549","Lowiaceae","Wolfia","Orchidantha"
"17550","Loxsomataceae","Loxoma","Loxoma"
"17551","Loxsomataceae","Loxsoma","Loxsoma"
"17552","Loxsomataceae","Loxsomopsis","Loxsomopsis"
"17553","Lycopodiaceae","Austrolycopodium","Lycopodium"
"17554","Lycopodiaceae","Copodium","Lycopodium"
"17555","Lycopodiaceae","Dendrolycopodium","Dendrolycopodium"
"17556","Lycopodiaceae","Diphasiastrum","Lycopodium"
"17557","Lycopodiaceae","Diphasium","Lycopodium"
"17558","Lycopodiaceae","Huperzia","Huperzia"
"17559","Lycopodiaceae","Lateristachys","Lycopodiella"
"17560","Lycopodiaceae","Lepidotis","Lycopodium"
"17561","Lycopodiaceae","Lycopodiastrum","Lycopodium"
"17562","Lycopodiaceae","Lycopodiella","Lycopodiella"
"17563","Lycopodiaceae","Lycopodium","Lycopodium"
"17564","Lycopodiaceae","Palhinhaea","Lycopodiella"
"17565","Lycopodiaceae","Phlegmariurus","Huperzia"
"17566","Lycopodiaceae","Phylloglossum","Phylloglossum"
"17567","Lycopodiaceae","Plananthus","Huperzia"
"17568","Lycopodiaceae","Pseudodiphasium","Lycopodium"
"17569","Lycopodiaceae","Pseudolycopodiella","Lycopodiella"
"17570","Lycopodiaceae","Pseudolycopodium","Lycopodium"
"17571","Lycopodiaceae","Spinulum","Spinulum"
"17572","Lycopodiaceae","Urostachys","Huperzia"
"17573","Lythraceae","Grislea","Pehria"
"17574","Lythraceae","Rotantha","Lawsonia"
"17575","Lythraceae","Adenaria","Adenaria"
"17576","Lythraceae","Amannia","Ammannia"
"17577","Lythraceae","Ammanella","Ammannia"
"17578","Lythraceae","Ammannia","Ammannia"
"17579","Lythraceae","Antherylium","Ginoria"
"17580","Lythraceae","Calyplectus","Lafoensia"
"17581","Lythraceae","Capuronia","Capuronia"
"17582","Lythraceae","Chiratia","Chiratia"
"17583","Lythraceae","Chrysolyga","Chrysolyga"
"17584","Lythraceae","Cornelia","Ammannia"
"17585","Lythraceae","Crena","Crenea"
"17586","Lythraceae","Crenaea","Crenea"
"17587","Lythraceae","Crenea","Crenea"
"17588","Lythraceae","Cuphaea","Cuphea"
"17589","Lythraceae","Cuphea","Cuphea"
"17590","Lythraceae","Decodon","Decodon"
"17591","Lythraceae","Didiplis","Lythrum"
"17592","Lythraceae","Diplodon","Diplusodon"
"17593","Lythraceae","Diplousodon","Diplusodon"
"17594","Lythraceae","Diplusodon","Diplusodon"
"17595","Lythraceae","Dodecas","Crenea"
"17596","Lythraceae","Duabanga","Duabanga"
"17597","Lythraceae","Friedlandia","Diplusodon"
"17598","Lythraceae","Galpinia","Galpinia"
"17599","Lythraceae","Ginora","Ginoria"
"17600","Lythraceae","Ginoria","Ginoria"
"17601","Lythraceae","Haitia","Haitia"
"17602","Lythraceae","Heimia","Heimia"
"17603","Lythraceae","Hionanthera","Hionanthera"
"17604","Lythraceae","Hoshiarpuria","Rotala"
"17605","Lythraceae","Hydrolythrum","Rotala"
"17606","Lythraceae","Kambala","Kambala"
"17607","Lythraceae","Koehneria","Koehneria"
"17608","Lythraceae","Lafoensia","Lafoensia"
"17609","Lythraceae","Lagerstroemia","Lagerstroemia"
"17610","Lythraceae","Lawsonia","Lawsonia"
"17611","Lythraceae","Lourtella","Lourtella"
"17612","Lythraceae","Lythropsis","Lythropsis"
"17613","Lythraceae","Lythrum","Lythrum"
"17614","Lythraceae","Macclellandia","Macclellandia"
"17615","Lythraceae","Melanium","Cuphea"
"17616","Lythraceae","Melvilla","Cuphea"
"17617","Lythraceae","Middendorfia","Middendorfia"
"17618","Lythraceae","Millania","Millania"
"17619","Lythraceae","Mirkooa","Mirkooa"
"17620","Lythraceae","Murtughas","Murtughas"
"17621","Lythraceae","Nesaea","Nesaea"
"17622","Lythraceae","Nesoea","Nesoea"
"17623","Lythraceae","Orias","Lagerstroemia"
"17624","Lythraceae","Pehria","Pehria"
"17625","Lythraceae","Pemphis","Pemphis"
"17626","Lythraceae","Peplis","Lythrum"
"17627","Lythraceae","Physocalymma","Physocalymma"
"17628","Lythraceae","Physocalymna","Physocalymma"
"17629","Lythraceae","Pleurophora","Pleurophora"
"17630","Lythraceae","Ptychodon","Lafoensia"
"17631","Lythraceae","Punica","Punica"
"17632","Lythraceae","Quartinia","Rotala"
"17633","Lythraceae","Rhyacophila","Rotala"
"17634","Lythraceae","Ronconia","Ronconia"
"17635","Lythraceae","Rotala","Rotala"
"17636","Lythraceae","Salicaria","Lythrum"
"17637","Lythraceae","Socotria","Socotria"
"17638","Lythraceae","Sonneratia","Sonneratia"
"17639","Lythraceae","Tetrataxis","Tetrataxis"
"17640","Lythraceae","Woodfordia","Woodfordia"
"17641","Magnoliaceae","Aromadendron","Magnolia"
"17642","Magnoliaceae","Alcimandra","Magnolia"
"17643","Magnoliaceae","Champaca","Champaca"
"17644","Magnoliaceae","Dugandiodendron","Magnolia"
"17645","Magnoliaceae","Elmerrillia","Elmerrillia"
"17646","Magnoliaceae","Kmeria","Kmeria"
"17647","Magnoliaceae","Liriodendron","Liriodendron"
"17648","Magnoliaceae","Magnolia","Magnolia"
"17649","Magnoliaceae","Manglietia","Manglietia"
"17650","Magnoliaceae","Manglietiastrum","Magnolia"
"17651","Magnoliaceae","Michelia","Michelia"
"17652","Magnoliaceae","Pachylarnax","Pachylarnax"
"17653","Magnoliaceae","Parakmeria","Magnolia"
"17654","Magnoliaceae","Paramichelia","Michelia"
"17655","Magnoliaceae","Sphaerostema","Sphaerostema"
"17656","Magnoliaceae","Talauma","Magnolia"
"17657","Magnoliaceae","Tsoongiodendron","Michelia"
"17658","Magnoliaceae","Yulania","Yulania"
"17659","Makinoaceae","Makinoa","Makinoa"
"17660","Makinoaceae","Verdoornia","Verdoornia"
"17661","Malesherbiaceae","Gynopleura","Malesherbia"
"17662","Malesherbiaceae","Malesherbia","Malesherbia"
"17663","Malpighiaceae","Heteropteris","Heteropterys"
"17664","Malpighiaceae","Thryallis","Thryallis"
"17665","Malpighiaceae","Acmanthera","Acmanthera"
"17666","Malpighiaceae","Acosmus","Aspicarpa"
"17667","Malpighiaceae","Acridocarpus","Acridocarpus"
"17668","Malpighiaceae","Adelphia","Adelphia"
"17669","Malpighiaceae","Adenoporces","Tetrapterys"
"17670","Malpighiaceae","Aenigmatanthera","Aenigmatanthera"
"17671","Malpighiaceae","Agoneissos","Tristellateia"
"17672","Malpighiaceae","Alcoceratothrix","Byrsonima"
"17673","Malpighiaceae","Alicia","Alicia"
"17674","Malpighiaceae","Amorimia","Amorimia"
"17675","Malpighiaceae","Anomalopteris","Acridocarpus"
"17676","Malpighiaceae","Anomalopterys","Acridocarpus"
"17677","Malpighiaceae","Aspicarpa","Aspicarpa"
"17678","Malpighiaceae","Aspidopterys","Aspidopterys"
"17679","Malpighiaceae","Atopocarpus","Clonodia"
"17680","Malpighiaceae","Banisteria","Heteropterys"
"17681","Malpighiaceae","Banisterioides","Sphedamnocarpus"
"17682","Malpighiaceae","Banisteriopsis","Banisteriopsis"
"17683","Malpighiaceae","Barnebya","Barnebya"
"17684","Malpighiaceae","Blepharandra","Blepharandra"
"17685","Malpighiaceae","Brachylophon","Brachylophon"
"17686","Malpighiaceae","Brachypterys","Stigmaphyllon"
"17687","Malpighiaceae","Brittonella","Mionandra"
"17688","Malpighiaceae","Bronwenia","Bronwenia"
"17689","Malpighiaceae","Bunchosia","Bunchosia"
"17690","Malpighiaceae","Burdachia","Burdachia"
"17691","Malpighiaceae","Byrsonima","Byrsonima"
"17692","Malpighiaceae","Cabi","Callaeum"
"17693","Malpighiaceae","Calcicola","Calcicola"
"17694","Malpighiaceae","Callaeum","Callaeum"
"17695","Malpighiaceae","Calyntranthele","Byrsonima"
"17696","Malpighiaceae","Calyptostylis","Calyptostylis"
"17697","Malpighiaceae","Camarea","Camarea"
"17698","Malpighiaceae","Carolus","Carolus"
"17699","Malpighiaceae","Caucanthus","Caucanthus"
"17700","Malpighiaceae","Christianella","Christianella"
"17701","Malpighiaceae","Clonodia","Clonodia"
"17702","Malpighiaceae","Coelostylis","Echinopterys"
"17703","Malpighiaceae","Coleostachys","Coleostachys"
"17704","Malpighiaceae","Cordobia","Cordobia"
"17705","Malpighiaceae","Cottsia","Janusia"
"17706","Malpighiaceae","Diacidia","Diacidia"
"17707","Malpighiaceae","Diaspis","Caucanthus"
"17708","Malpighiaceae","Dicella","Dicella"
"17709","Malpighiaceae","Digoniopterys","Digoniopterys"
"17710","Malpighiaceae","Dinemagonum","Dinemagonum"
"17711","Malpighiaceae","Dinemandra","Dinemandra"
"17712","Malpighiaceae","Diplopterys","Diplopterys"
"17713","Malpighiaceae","Dolichopterys","Lophopterys"
"17714","Malpighiaceae","Echinopterys","Echinopterys"
"17715","Malpighiaceae","Ectopopterys","Ectopopterys"
"17716","Malpighiaceae","Eriocaucanthus","Caucanthus"
"17717","Malpighiaceae","Excentradenia","Excentradenia"
"17718","Malpighiaceae","Flabellaria","Flabellaria"
"17719","Malpighiaceae","Flabellariopsis","Flabellariopsis"
"17720","Malpighiaceae","Gallardoa","Gallardoa"
"17721","Malpighiaceae","Galphimia","Galphimia"
"17722","Malpighiaceae","Gaudichaudia","Gaudichaudia"
"17723","Malpighiaceae","Glandonia","Glandonia"
"17724","Malpighiaceae","Heladena","Heladena"
"17725","Malpighiaceae","Hemsleyna","Thryallis"
"17726","Malpighiaceae","Henleophytum","Henleophytum"
"17727","Malpighiaceae","Heteropterys","Heteropterys"
"17728","Malpighiaceae","Hiptage","Hiptage"
"17729","Malpighiaceae","Hiraea","Hiraea"
"17730","Malpighiaceae","Janusia","Janusia"
"17731","Malpighiaceae","Jubelina","Jubelina"
"17732","Malpighiaceae","Jubistylis","Banisteriopsis"
"17733","Malpighiaceae","Lasiocarpus","Lasiocarpus"
"17734","Malpighiaceae","Lophanthera","Lophanthera"
"17735","Malpighiaceae","Lophopterys","Lophopterys"
"17736","Malpighiaceae","Madagasikaria","Madagasikaria"
"17737","Malpighiaceae","Malacmaea","Bunchosia"
"17738","Malpighiaceae","Malpighia","Malpighia"
"17739","Malpighiaceae","Malpighiantha","Malpighiantha"
"17740","Malpighiaceae","Malpighiodes","Mascagnia"
"17741","Malpighiaceae","Malpigiantha","Malpigiantha"
"17742","Malpighiaceae","Mascagnia","Mascagnia"
"17743","Malpighiaceae","Mcvaughia","Mcvaughia"
"17744","Malpighiaceae","Meckelia","Spachea"
"17745","Malpighiaceae","Mezia","Mezia"
"17746","Malpighiaceae","Microsteira","Microsteira"
"17747","Malpighiaceae","Mionandra","Mionandra"
"17748","Malpighiaceae","Niedenzuella","Niedenzuella"
"17749","Malpighiaceae","Peixotoa","Peixotoa"
"17750","Malpighiaceae","Peregrina","Peregrina"
"17751","Malpighiaceae","Philgamia","Philgamia"
"17752","Malpighiaceae","Platynema","Tristellateia"
"17753","Malpighiaceae","Psychopterys","Psychopterys"
"17754","Malpighiaceae","Pterandra","Pterandra"
"17755","Malpighiaceae","Ptilochaeta","Ptilochaeta"
"17756","Malpighiaceae","Rhinopterys","Acridocarpus"
"17757","Malpighiaceae","Rhynchophora","Rhynchophora"
"17758","Malpighiaceae","Rhyssopteris","Rhyssopteris"
"17759","Malpighiaceae","Rhyssopterys","Ryssopterys"
"17760","Malpighiaceae","Rosanthus","Gaudichaudia"
"17761","Malpighiaceae","Ryssopterys","Ryssopterys"
